"","FPKM.SRR945391"
"ENSMUSG00000022679",38.996439474734
"ENSMUSG00000022680",10.6076418081658
"ENSMUSG00000022681",9.71356086537718
"ENSMUSG00000022682",6.54077110213062
"ENSMUSG00000022683",0
"ENSMUSG00000022684",6.73791777268519
"ENSMUSG00000022685",4.62323641256272
"ENSMUSG00000022686",0.118713868770444
"ENSMUSG00000022687",2.815762
"ENSMUSG00000022696",0
"ENSMUSG00000022698",15.4846138313253
"ENSMUSG00000022701",1.54535723853428
"ENSMUSG00000022702",5.88944130394208
"ENSMUSG00000022704",2.09272987859149
"ENSMUSG00000022705",0.132913
"ENSMUSG00000022706",10.7593941680863
"ENSMUSG00000022707",4.53431280474589
"ENSMUSG00000022708",5.44780895047185
"ENSMUSG00000022710",14.1781074159155
"ENSMUSG00000022711",5.67120775248599
"ENSMUSG00000022715",0
"ENSMUSG00000022718",0.361812349272349
"ENSMUSG00000022721",1.72873075966955
"ENSMUSG00000022722",4.24785159294566
"ENSMUSG00000022723",2.33293297663441
"ENSMUSG00000022724",1.96080845954631
"ENSMUSG00000022738",0
"ENSMUSG00000022742",7.14967431016364
"ENSMUSG00000022744",9.66149171868904
"ENSMUSG00000022747",4.93469257258587
"ENSMUSG00000022748",1.42488435603405
"ENSMUSG00000022749",3.01499909049174
"ENSMUSG00000022750",7.5537967460833
"ENSMUSG00000022751",14.9311955107296
"ENSMUSG00000022752",10.20054469776
"ENSMUSG00000022753",0
"ENSMUSG00000022754",0.577275087887504
"ENSMUSG00000022755",0
"ENSMUSG00000022756",0.849538830483987
"ENSMUSG00000022757",17.8844165074171
"ENSMUSG00000022758",0
"ENSMUSG00000022759",0
"ENSMUSG00000022760",3.85049184643996
"ENSMUSG00000022761",12.0526368283423
"ENSMUSG00000022762",0.117394721270962
"ENSMUSG00000022763",1.48728385174915
"ENSMUSG00000022765",16.264303
"ENSMUSG00000022766",0
"ENSMUSG00000022768",0
"ENSMUSG00000022769",3.478523
"ENSMUSG00000022770",4.91077318777943
"ENSMUSG00000022771",6.76474861238049
"ENSMUSG00000022772",4.01694936914601
"ENSMUSG00000022773",0.857861242718447
"ENSMUSG00000022774",8.316591105423
"ENSMUSG00000022779",7.95587357892857
"ENSMUSG00000022780",0.105572
"ENSMUSG00000022781",11.9701303203826
"ENSMUSG00000022783",0.171859793814433
"ENSMUSG00000022787",4.27706567432699
"ENSMUSG00000022788",2.28908378455215
"ENSMUSG00000022789",15.5479982348645
"ENSMUSG00000022790",21.5778681021589
"ENSMUSG00000022791",3.74935276526592
"ENSMUSG00000022792",3.24647071578279
"ENSMUSG00000022793",1.17766238655462
"ENSMUSG00000022797",5.49897877235247
"ENSMUSG00000022798",0
"ENSMUSG00000022799",2.56443659348353
"ENSMUSG00000022800",1.32631858691392
"ENSMUSG00000022801",5.76939785552194
"ENSMUSG00000022802",1.4242413013362
"ENSMUSG00000022803",0
"ENSMUSG00000022805",0
"ENSMUSG00000022807",6.89138385975251
"ENSMUSG00000022808",10.9693806797894
"ENSMUSG00000022809",5.192848
"ENSMUSG00000022811",5.43152138784552
"ENSMUSG00000022812",8.49057272861357
"ENSMUSG00000022814",6.934481
"ENSMUSG00000022816",3.79646002747253
"ENSMUSG00000022817",27.1881930413735
"ENSMUSG00000022818",0
"ENSMUSG00000022820",29.0309094822547
"ENSMUSG00000022821",128.076196265774
"ENSMUSG00000022822",4.80369496638891
"ENSMUSG00000022824",0
"ENSMUSG00000022827",1.79287624368033
"ENSMUSG00000022828",1.6560795398568
"ENSMUSG00000022829",0.2750244666119
"ENSMUSG00000022831",2.34224747326733
"ENSMUSG00000022832",0
"ENSMUSG00000022833",0.169037548845859
"ENSMUSG00000022836",11.078348581639
"ENSMUSG00000022837",1.43916971510765
"ENSMUSG00000022838",0.867322300228833
"ENSMUSG00000022840",1.29405964476615
"ENSMUSG00000022841",22.9008535152913
"ENSMUSG00000022842",0
"ENSMUSG00000022843",4.03105739289273
"ENSMUSG00000022844",2.74000910357272
"ENSMUSG00000022847",4.32687260882801
"ENSMUSG00000022848",6.266986
"ENSMUSG00000022849",0.740121761647034
"ENSMUSG00000022853",509.484772
"ENSMUSG00000022855",5.06158445993334
"ENSMUSG00000022856",5.612749
"ENSMUSG00000022857",0
"ENSMUSG00000022858",4.68640410590146
"ENSMUSG00000022860",0
"ENSMUSG00000022861",0.309271940032415
"ENSMUSG00000022863",2.20323176307922
"ENSMUSG00000022864",0.298782013439218
"ENSMUSG00000022865",3.73310715783784
"ENSMUSG00000022867",13.5703795993078
"ENSMUSG00000022868",0
"ENSMUSG00000022871",0.23195326146789
"ENSMUSG00000022875",0.220508470769231
"ENSMUSG00000022876",0
"ENSMUSG00000022877",0
"ENSMUSG00000022878",0.82214516147719
"ENSMUSG00000022881",0.705433159165036
"ENSMUSG00000022883",0.232579714796196
"ENSMUSG00000022884",30.5666744321843
"ENSMUSG00000022885",3.76433311513426
"ENSMUSG00000022886",0
"ENSMUSG00000022887",0.248826023187227
"ENSMUSG00000022889",8.34701559889459
"ENSMUSG00000022890",41.2706117629393
"ENSMUSG00000022892",59.9359261188058
"ENSMUSG00000022893",4.91020493360996
"ENSMUSG00000022894",1.149765
"ENSMUSG00000022895",6.39236337474048
"ENSMUSG00000022897",4.70588727196703
"ENSMUSG00000022898",6.88749166557823
"ENSMUSG00000022899",17.8742592454829
"ENSMUSG00000022900",8.3533208952514
"ENSMUSG00000022901",0.640762873531822
"ENSMUSG00000022902",0
"ENSMUSG00000022905",5.91490282736271
"ENSMUSG00000022906",2.78769535139573
"ENSMUSG00000022911",2.05715758914881
"ENSMUSG00000022912",8.3380913297456
"ENSMUSG00000022913",9.74700305357143
"ENSMUSG00000022914",3.2073392061144
"ENSMUSG00000022931",0
"ENSMUSG00000022935",0
"ENSMUSG00000022938",0
"ENSMUSG00000022940",5.25451053799698
"ENSMUSG00000022941",2.720519
"ENSMUSG00000022945",0.198508397350993
"ENSMUSG00000022946",1.41659593791709
"ENSMUSG00000022947",3.87417696172249
"ENSMUSG00000022948",1.70915518423499
"ENSMUSG00000022949",0.181601461420542
"ENSMUSG00000022951",9.03887828233387
"ENSMUSG00000022952",0.267650546195426
"ENSMUSG00000022956",83.9255508032454
"ENSMUSG00000022957",1.16579821302028
"ENSMUSG00000022960",1.16306069488818
"ENSMUSG00000022961",21.7162089338566
"ENSMUSG00000022962",4.77464340435459
"ENSMUSG00000022964",16.8293832313982
"ENSMUSG00000022965",5.3629708606318
"ENSMUSG00000022967",7.39891655841751
"ENSMUSG00000022969",10.0328763458508
"ENSMUSG00000022971",7.336474525383
"ENSMUSG00000022972",7.46602387916929
"ENSMUSG00000022973",4.04475984081633
"ENSMUSG00000022974",5.93312794753087
"ENSMUSG00000022978",1.40634283164513
"ENSMUSG00000022982",74.1892683103274
"ENSMUSG00000022983",6.0414228131987
"ENSMUSG00000022986",0
"ENSMUSG00000022987",3.092594
"ENSMUSG00000022991",0
"ENSMUSG00000022992",5.13519775687104
"ENSMUSG00000022993",0
"ENSMUSG00000022994",34.8701394367443
"ENSMUSG00000022995",3.94551795366399
"ENSMUSG00000022996",0
"ENSMUSG00000022997",0
"ENSMUSG00000022999",6.37124814960811
"ENSMUSG00000023000",0
"ENSMUSG00000023004",24.1254588709333
"ENSMUSG00000023007",4.81008740529079
"ENSMUSG00000023008",6.276992831906
"ENSMUSG00000023009",0.559022522590964
"ENSMUSG00000023010",340.761666198558
"ENSMUSG00000023011",0
"ENSMUSG00000023013",146.02684
"ENSMUSG00000023015",0.0642877349908179
"ENSMUSG00000023017",0.7452732
"ENSMUSG00000023018",7.71698061326379
"ENSMUSG00000023019",115.863210778791
"ENSMUSG00000023020",12.1537534436801
"ENSMUSG00000023021",10.0468285985319
"ENSMUSG00000023022",11.7766289865931
"ENSMUSG00000023025",7.18847402028959
"ENSMUSG00000023026",1.76244016673167
"ENSMUSG00000023027",7.03328847222222
"ENSMUSG00000023030",13.8687009943343
"ENSMUSG00000023031",4.82595251344319
"ENSMUSG00000023032",0.314676024268489
"ENSMUSG00000023033",0
"ENSMUSG00000023034",0.383061316329439
"ENSMUSG00000023036",0.14126992494639
"ENSMUSG00000023039",10.6152758406866
"ENSMUSG00000023041",0
"ENSMUSG00000023043",8.310811
"ENSMUSG00000023044",37.3803860482903
"ENSMUSG00000023045",0
"ENSMUSG00000023046",0
"ENSMUSG00000023047",0
"ENSMUSG00000023048",25.1694051850192
"ENSMUSG00000023050",0.637281433974858
"ENSMUSG00000023051",1.62677385161574
"ENSMUSG00000023052",1.73651928143713
"ENSMUSG00000023055",11.0905000870703
"ENSMUSG00000023057",0
"ENSMUSG00000023064",3.686809
"ENSMUSG00000023066",0.438770309068323
"ENSMUSG00000023067",8.84762970053476
"ENSMUSG00000023068",55.0125655713992
"ENSMUSG00000023070",2.65256
"ENSMUSG00000023072",3.90242666778062
"ENSMUSG00000023073",8.600821
"ENSMUSG00000023074",10.2368454215827
"ENSMUSG00000023075",7.04419412492754
"ENSMUSG00000023078",4.573353
"ENSMUSG00000023079",3.49011307176718
"ENSMUSG00000023083",0
"ENSMUSG00000023084",0
"ENSMUSG00000023087",1.72479653227622
"ENSMUSG00000023088",2.6953170138484
"ENSMUSG00000023089",43.4844243963178
"ENSMUSG00000023092",17.8344976758212
"ENSMUSG00000023093",0
"ENSMUSG00000023094",8.47532067683369
"ENSMUSG00000023104",3.60269257861336
"ENSMUSG00000023106",3.50168736593371
"ENSMUSG00000023110",7.51165732794341
"ENSMUSG00000023118",7.67566336728688
"ENSMUSG00000023120",5.87237214477096
"ENSMUSG00000023122",35.028641
"ENSMUSG00000023132",0
"ENSMUSG00000023140",0
"ENSMUSG00000023143",4.06948244810127
"ENSMUSG00000023147",2.37644500984432
"ENSMUSG00000023150",59.7223146802208
"ENSMUSG00000023151",0
"ENSMUSG00000023153",0.800868148660328
"ENSMUSG00000023156",7.4273291878384
"ENSMUSG00000023159",0
"ENSMUSG00000023165",0
"ENSMUSG00000023169",0.235590367718728
"ENSMUSG00000023170",12.5894872948878
"ENSMUSG00000023175",182.728655501103
"ENSMUSG00000023176",0
"ENSMUSG00000023185",0
"ENSMUSG00000023186",7.4633972804654
"ENSMUSG00000023191",2.16906911679389
"ENSMUSG00000023192",0
"ENSMUSG00000023206",1.86388815969411
"ENSMUSG00000023210",0
"ENSMUSG00000023216",0.201776294074211
"ENSMUSG00000023224",33.7032455875269
"ENSMUSG00000023232",9.81072879430789
"ENSMUSG00000023235",0.794377356077905
"ENSMUSG00000023236",4.92191400382409
"ENSMUSG00000023243",13.9275210822562
"ENSMUSG00000023247",1.678415
"ENSMUSG00000023249",4.81937196161125
"ENSMUSG00000023257",0
"ENSMUSG00000023259",0
"ENSMUSG00000023262",53.0530900064059
"ENSMUSG00000023263",0
"ENSMUSG00000023266",3.37265182608696
"ENSMUSG00000023267",0
"ENSMUSG00000023272",11.163274
"ENSMUSG00000023274",0.553876895833333
"ENSMUSG00000023277",2.55320500603708
"ENSMUSG00000023279",0
"ENSMUSG00000023284",0.925721147269088
"ENSMUSG00000023286",4.59456450215468
"ENSMUSG00000023289",0
"ENSMUSG00000023307",14.77595425
"ENSMUSG00000023328",1.02409214362968
"ENSMUSG00000023330",3.94392696296296
"ENSMUSG00000023333",2.015887
"ENSMUSG00000023336",0.355152249512671
"ENSMUSG00000023341",0.251200069175429
"ENSMUSG00000023345",0.533718679856115
"ENSMUSG00000023348",13.2078476459448
"ENSMUSG00000023349",0
"ENSMUSG00000023350",0
"ENSMUSG00000023353",5.60798509359143
"ENSMUSG00000023367",98.69868535958
"ENSMUSG00000023387",0
"ENSMUSG00000023391",0
"ENSMUSG00000023393",0.2507113984375
"ENSMUSG00000023403",0
"ENSMUSG00000023411",0.579807967630854
"ENSMUSG00000023433",0
"ENSMUSG00000023439",0
"ENSMUSG00000023443",0
"ENSMUSG00000023452",6.327976204
"ENSMUSG00000023456",79.3769719789321
"ENSMUSG00000023460",10.5068989060336
"ENSMUSG00000023467",0
"ENSMUSG00000023473",0.00544545859238995
"ENSMUSG00000023484",0
"ENSMUSG00000023495",5.60198906255858
"ENSMUSG00000023505",0.208824135380321
"ENSMUSG00000023571",17.3498860512445
"ENSMUSG00000023572",10.4842522686653
"ENSMUSG00000023577",0
"ENSMUSG00000023707",4.47111906725664
"ENSMUSG00000023723",9.17882053846154
"ENSMUSG00000023737",0
"ENSMUSG00000023755",1.77165800757825
"ENSMUSG00000023764",7.81259795607885
"ENSMUSG00000023781",0
"ENSMUSG00000023791",5.70059716930776
"ENSMUSG00000023795",0.221048268500949
"ENSMUSG00000023800",0.202818585982262
"ENSMUSG00000023802",0
"ENSMUSG00000023805",0.528187350755215
"ENSMUSG00000023806",1.1970915982659
"ENSMUSG00000023809",0.429232499098016
"ENSMUSG00000023826",0.70031540874841
"ENSMUSG00000023827",0.451621660496113
"ENSMUSG00000023828",0.361256528916463
"ENSMUSG00000023829",154.417094830853
"ENSMUSG00000023830",13.0106173978298
"ENSMUSG00000023832",28.5718942370283
"ENSMUSG00000023845",12.1758218594457
"ENSMUSG00000023852",5.43190736475175
"ENSMUSG00000023861",17.3029200086455
"ENSMUSG00000023868",0.182203577476846
"ENSMUSG00000023873",0
"ENSMUSG00000023882",1.090083
"ENSMUSG00000023883",7.06375822710623
"ENSMUSG00000023885",0.402826402970156
"ENSMUSG00000023886",2.10974099611567
"ENSMUSG00000023892",3.201597
"ENSMUSG00000023902",0
"ENSMUSG00000023903",0
"ENSMUSG00000023904",25.9253432943633
"ENSMUSG00000023905",5.00773350983437
"ENSMUSG00000023906",1.55525672632191
"ENSMUSG00000023908",0.241473006313478
"ENSMUSG00000023909",1.21550323373676
"ENSMUSG00000023911",1.25770643674699
"ENSMUSG00000023912",1.02298621143583
"ENSMUSG00000023913",5.14442608915663
"ENSMUSG00000023914",246.702534451622
"ENSMUSG00000023915",88.3757425436846
"ENSMUSG00000023918",0
"ENSMUSG00000023919",1.41704920967742
"ENSMUSG00000023921",63.0373520158479
"ENSMUSG00000023923",2.48844020443978
"ENSMUSG00000023926",0
"ENSMUSG00000023927",0.281593169758764
"ENSMUSG00000023930",0
"ENSMUSG00000023931",0
"ENSMUSG00000023932",4.91205874636364
"ENSMUSG00000023935",0
"ENSMUSG00000023938",2.09061317775446
"ENSMUSG00000023939",18.8012680084299
"ENSMUSG00000023940",0
"ENSMUSG00000023942",10.3273435137226
"ENSMUSG00000023943",0
"ENSMUSG00000023944",184.541198212071
"ENSMUSG00000023945",0
"ENSMUSG00000023947",2.27984838095238
"ENSMUSG00000023949",0
"ENSMUSG00000023951",27.1534837295216
"ENSMUSG00000023952",6.83149024844486
"ENSMUSG00000023953",0.706484135462185
"ENSMUSG00000023959",10.3068922828513
"ENSMUSG00000023960",30.4412627136682
"ENSMUSG00000023961",8.143538
"ENSMUSG00000023963",1.502799
"ENSMUSG00000023964",0.277637641359918
"ENSMUSG00000023965",6.38635540191821
"ENSMUSG00000023966",5.67113012734082
"ENSMUSG00000023967",7.44630140108401
"ENSMUSG00000023968",0.257732446710526
"ENSMUSG00000023971",2.69503683582728
"ENSMUSG00000023972",1.99754997158247
"ENSMUSG00000023973",10.2295217322302
"ENSMUSG00000023977",10.6866212264112
"ENSMUSG00000023978",0
"ENSMUSG00000023979",0
"ENSMUSG00000023980",3.69170060855191
"ENSMUSG00000023982",0
"ENSMUSG00000023984",0.0226286460354119
"ENSMUSG00000023987",0
"ENSMUSG00000023988",2.254955
"ENSMUSG00000023990",2.20909170612101
"ENSMUSG00000023991",4.53912921335769
"ENSMUSG00000023992",0
"ENSMUSG00000023993",0
"ENSMUSG00000023994",1.06512989952153
"ENSMUSG00000023995",0
"ENSMUSG00000023999",0
"ENSMUSG00000024002",8.01528543687115
"ENSMUSG00000024006",5.12546066652249
"ENSMUSG00000024007",5.99427907451923
"ENSMUSG00000024008",0
"ENSMUSG00000024011",0.424252043683218
"ENSMUSG00000024012",15.9902845121995
"ENSMUSG00000024013",0.766764105391613
"ENSMUSG00000024014",2.19449467965497
"ENSMUSG00000024018",0.672895026267664
"ENSMUSG00000024019",4.8480218377572
"ENSMUSG00000024026",3.99424356507727
"ENSMUSG00000024027",0.141292
"ENSMUSG00000024028",0
"ENSMUSG00000024029",0
"ENSMUSG00000024030",1.87235968429707
"ENSMUSG00000024032",0
"ENSMUSG00000024033",0
"ENSMUSG00000024034",0
"ENSMUSG00000024036",0.46674927509486
"ENSMUSG00000024037",2.81840611435926
"ENSMUSG00000024038",26.3831343126372
"ENSMUSG00000024039",21.7575483931864
"ENSMUSG00000024041",0
"ENSMUSG00000024042",31.5350400483148
"ENSMUSG00000024043",0.879960087037381
"ENSMUSG00000024044",3.52858494596862
"ENSMUSG00000024045",7.67349266478125
"ENSMUSG00000024048",14.306749177381
"ENSMUSG00000024049",0.273239097045607
"ENSMUSG00000024050",3.97250725838563
"ENSMUSG00000024052",4.40733396697458
"ENSMUSG00000024053",0.354537905722071
"ENSMUSG00000024054",1.42412099569613
"ENSMUSG00000024055",7.3500333348345
"ENSMUSG00000024056",0
"ENSMUSG00000024059",0.572268201550388
"ENSMUSG00000024063",10.5679314246575
"ENSMUSG00000024064",5.08303406086809
"ENSMUSG00000024065",8.43183615965233
"ENSMUSG00000024066",8.3122013000545
"ENSMUSG00000024067",12.6769117905759
"ENSMUSG00000024068",2.25781247972096
"ENSMUSG00000024069",3.60746995121951
"ENSMUSG00000024070",4.01161809031497
"ENSMUSG00000024072",17.9227793246501
"ENSMUSG00000024073",8.58093172376998
"ENSMUSG00000024074",23.84215
"ENSMUSG00000024076",0
"ENSMUSG00000024077",4.10665585459472
"ENSMUSG00000024078",3.20639160256812
"ENSMUSG00000024079",4.01439936534324
"ENSMUSG00000024081",9.95836792400172
"ENSMUSG00000024082",7.35460032229518
"ENSMUSG00000024083",13.3640485742827
"ENSMUSG00000024084",0.498916217014573
"ENSMUSG00000024085",33.8786529208085
"ENSMUSG00000024087",7.87477368630137
"ENSMUSG00000024088",0
"ENSMUSG00000024091",21.2992466686713
"ENSMUSG00000024095",2.68123474008735
"ENSMUSG00000024096",11.9799072269311
"ENSMUSG00000024097",11.5106157309859
"ENSMUSG00000024098",19.9907078202989
"ENSMUSG00000024099",65.1561271397299
"ENSMUSG00000024101",5.99401589008455
"ENSMUSG00000024104",8.12432048907429
"ENSMUSG00000024105",0
"ENSMUSG00000024107",0
"ENSMUSG00000024109",0
"ENSMUSG00000024112",0.348407267233432
"ENSMUSG00000024114",0
"ENSMUSG00000024116",0
"ENSMUSG00000024118",1.20093959153273
"ENSMUSG00000024120",12.602402554445
"ENSMUSG00000024121",46.8288156755319
"ENSMUSG00000024122",6.82511797055327
"ENSMUSG00000024124",0
"ENSMUSG00000024125",0
"ENSMUSG00000024127",33.1330381968476
"ENSMUSG00000024128",0
"ENSMUSG00000024130",86.0543833289951
"ENSMUSG00000024131",250.008545
"ENSMUSG00000024132",50.4464847531735
"ENSMUSG00000024134",0
"ENSMUSG00000024135",2.01844341407151
"ENSMUSG00000024136",0.449617971649485
"ENSMUSG00000024137",4.2958445034855
"ENSMUSG00000024140",40.8233690146691
"ENSMUSG00000024142",2.78678987733935
"ENSMUSG00000024143",17.160851
"ENSMUSG00000024145",5.412326
"ENSMUSG00000024146",23.4274963060748
"ENSMUSG00000024150",40.6397026331801
"ENSMUSG00000024151",4.36637365114172
"ENSMUSG00000024154",0
"ENSMUSG00000024155",0
"ENSMUSG00000024158",67.9358745849057
"ENSMUSG00000024160",4.47268843508643
"ENSMUSG00000024163",3.97327017399368
"ENSMUSG00000024164",34.2083434789034
"ENSMUSG00000024165",7.39179627727273
"ENSMUSG00000024168",9.86078316820858
"ENSMUSG00000024169",2.34954425825033
"ENSMUSG00000024170",0.709473682488134
"ENSMUSG00000024171",0
"ENSMUSG00000024172",0
"ENSMUSG00000024173",0
"ENSMUSG00000024174",0.244424268792711
"ENSMUSG00000024175",0
"ENSMUSG00000024176",0.136929121231559
"ENSMUSG00000024177",3.54358802149178
"ENSMUSG00000024180",62.5408573177334
"ENSMUSG00000024181",19.4704098072464
"ENSMUSG00000024182",9.30444554231975
"ENSMUSG00000024184",0
"ENSMUSG00000024186",3.63335849714693
"ENSMUSG00000024187",24.49062874751
"ENSMUSG00000024188",6.02155990615446
"ENSMUSG00000024190",30.6040122506796
"ENSMUSG00000024191",1.94721179549902
"ENSMUSG00000024193",9.37456528341939
"ENSMUSG00000024194",5.70500361497326
"ENSMUSG00000024197",14.9438097028526
"ENSMUSG00000024201",6.31231833646578
"ENSMUSG00000024205",19.869049
"ENSMUSG00000024206",0.581725769388592
"ENSMUSG00000024207",0
"ENSMUSG00000024208",19.4365
"ENSMUSG00000024209",0.166414332415692
"ENSMUSG00000024210",0.304498
"ENSMUSG00000024211",0
"ENSMUSG00000024212",8.39108525880551
"ENSMUSG00000024213",8.19504025938789
"ENSMUSG00000024215",0
"ENSMUSG00000024217",1.3675914405766
"ENSMUSG00000024218",2.04719805313922
"ENSMUSG00000024219",3.98256412174428
"ENSMUSG00000024220",3.43459271150544
"ENSMUSG00000024222",19.8826975924166
"ENSMUSG00000024223",2.02973452856246
"ENSMUSG00000024224",0
"ENSMUSG00000024225",0
"ENSMUSG00000024227",0
"ENSMUSG00000024228",11.0202452628948
"ENSMUSG00000024231",7.73522818975332
"ENSMUSG00000024232",1.287112
"ENSMUSG00000024233",0
"ENSMUSG00000024234",3.95286800145208
"ENSMUSG00000024235",0.386956460035524
"ENSMUSG00000024236",3.22123662227829
"ENSMUSG00000024238",1.4420954869472
"ENSMUSG00000024240",7.25452151396648
"ENSMUSG00000024241",4.38639514338305
"ENSMUSG00000024242",6.20239547391787
"ENSMUSG00000024245",6.217287
"ENSMUSG00000024246",2.189305
"ENSMUSG00000024247",4.27443550737463
"ENSMUSG00000024248",41.2991870663058
"ENSMUSG00000024251",0.989643501305938
"ENSMUSG00000024253",8.93826117335473
"ENSMUSG00000024254",0
"ENSMUSG00000024256",0
"ENSMUSG00000024258",8.937278
"ENSMUSG00000024259",11.0388184879263
"ENSMUSG00000024260",3.86662304403347
"ENSMUSG00000024261",0.11693
"ENSMUSG00000024266",0
"ENSMUSG00000024268",0.271398188861703
"ENSMUSG00000024269",0.858423471783626
"ENSMUSG00000024270",1.90500500564694
"ENSMUSG00000024271",8.12962890312301
"ENSMUSG00000024273",5.27938128
"ENSMUSG00000024274",0.853393723524656
"ENSMUSG00000024276",5.07238360058097
"ENSMUSG00000024277",6.21201774122721
"ENSMUSG00000024283",13.9806435698598
"ENSMUSG00000024286",19.2333244150943
"ENSMUSG00000024287",2.27900104579042
"ENSMUSG00000024290",3.42845817906488
"ENSMUSG00000024292",3.37571066225713
"ENSMUSG00000024293",3.59514983372549
"ENSMUSG00000024294",11.6736879310597
"ENSMUSG00000024295",0
"ENSMUSG00000024298",16.6862013006477
"ENSMUSG00000024299",2.33501012987642
"ENSMUSG00000024300",0.362657722334004
"ENSMUSG00000024301",0.303753216486487
"ENSMUSG00000024302",0.372619009155346
"ENSMUSG00000024304",0.310605258616415
"ENSMUSG00000024306",0
"ENSMUSG00000024308",9.70840095093716
"ENSMUSG00000024309",12.9364007451802
"ENSMUSG00000024312",6.07929117237799
"ENSMUSG00000024313",22.1662403744762
"ENSMUSG00000024317",1.747837953797
"ENSMUSG00000024319",9.78045223519032
"ENSMUSG00000024325",5.91732034535924
"ENSMUSG00000024327",17.0842958130805
"ENSMUSG00000024330",0.0488001629327902
"ENSMUSG00000024331",0.467590955846125
"ENSMUSG00000024334",0.233270447761194
"ENSMUSG00000024335",13.5825344447994
"ENSMUSG00000024338",1.69374691304348
"ENSMUSG00000024339",5.94469267442476
"ENSMUSG00000024340",0
"ENSMUSG00000024346",26.140488
"ENSMUSG00000024347",0
"ENSMUSG00000024349",1.9015510288216
"ENSMUSG00000024350",6.46629606890266
"ENSMUSG00000024352",3.87518086340977
"ENSMUSG00000024353",6.13848080411523
"ENSMUSG00000024354",124.126996738728
"ENSMUSG00000024357",7.77893376105937
"ENSMUSG00000024359",142.931684745476
"ENSMUSG00000024360",30.206787
"ENSMUSG00000024365",0
"ENSMUSG00000024366",0
"ENSMUSG00000024369",5.59065346387283
"ENSMUSG00000024370",3.58482880021053
"ENSMUSG00000024371",27.2315662151343
"ENSMUSG00000024376",0.798526179473046
"ENSMUSG00000024378",7.22210697887576
"ENSMUSG00000024379",0.512876420736288
"ENSMUSG00000024381",4.56802215205247
"ENSMUSG00000024382",6.31678587231041
"ENSMUSG00000024383",4.73880477089606
"ENSMUSG00000024384",3.22117436587567
"ENSMUSG00000024386",28.0697509043584
"ENSMUSG00000024387",33.6888656555394
"ENSMUSG00000024388",12.47999
"ENSMUSG00000024391",55.234753
"ENSMUSG00000024392",20.2202843457763
"ENSMUSG00000024393",23.6093127976674
"ENSMUSG00000024395",19.0274585751634
"ENSMUSG00000024397",0.70956417232376
"ENSMUSG00000024399",0.714891818601583
"ENSMUSG00000024400",4.44187320382486
"ENSMUSG00000024401",0
"ENSMUSG00000024402",0.329062
"ENSMUSG00000024403",1.05609217290837
"ENSMUSG00000024404",6.45909029800237
"ENSMUSG00000024406",0
"ENSMUSG00000024409",0
"ENSMUSG00000024410",2.57597727935943
"ENSMUSG00000024411",10.7033320805391
"ENSMUSG00000024413",2.61058713475303
"ENSMUSG00000024414",20.5486580477157
"ENSMUSG00000024420",0.44130359715505
"ENSMUSG00000024421",3.18033341907864
"ENSMUSG00000024422",8.96387989667807
"ENSMUSG00000024423",10.7314266683564
"ENSMUSG00000024424",3.02160359261819
"ENSMUSG00000024425",29.1801434010425
"ENSMUSG00000024426",3.50829129808112
"ENSMUSG00000024427",1.844599
"ENSMUSG00000024429",10.2267389148521
"ENSMUSG00000024430",0.773892428742515
"ENSMUSG00000024431",9.52637063677772
"ENSMUSG00000024436",6.03358497175682
"ENSMUSG00000024437",5.7081222876588
"ENSMUSG00000024440",1.25887982601519
"ENSMUSG00000024442",6.67488306923181
"ENSMUSG00000024446",8.06506553776683
"ENSMUSG00000024448",0
"ENSMUSG00000024451",3.32967741784863
"ENSMUSG00000024454",9.240244650222
"ENSMUSG00000024456",14.6472560637324
"ENSMUSG00000024457",3.47481848878858
"ENSMUSG00000024459",0.169116331475288
"ENSMUSG00000024462",4.9827217193457
"ENSMUSG00000024471",0
"ENSMUSG00000024472",3.12429893242933
"ENSMUSG00000024474",17.9937787726646
"ENSMUSG00000024477",3.75065832487871
"ENSMUSG00000024479",12.041677
"ENSMUSG00000024480",6.85321855773239
"ENSMUSG00000024481",0.0431366490995261
"ENSMUSG00000024483",7.14384976369937
"ENSMUSG00000024485",10.7122600488833
"ENSMUSG00000024486",1.83717089284237
"ENSMUSG00000024487",7.03322320353982
"ENSMUSG00000024491",4.62260064759898
"ENSMUSG00000024493",9.20793217622951
"ENSMUSG00000024497",0
"ENSMUSG00000024498",3.4155036577933
"ENSMUSG00000024500",1.29814862107905
"ENSMUSG00000024501",1.23670266691889
"ENSMUSG00000024502",0.0211804273480406
"ENSMUSG00000024503",249.002014
"ENSMUSG00000024505",0.611782911931818
"ENSMUSG00000024507",84.2801081768508
"ENSMUSG00000024510",0
"ENSMUSG00000024511",0.643845949995318
"ENSMUSG00000024512",0
"ENSMUSG00000024513",23.737513540448
"ENSMUSG00000024515",17.1159284253772
"ENSMUSG00000024516",2.4753956827262
"ENSMUSG00000024517",0
"ENSMUSG00000024518",0
"ENSMUSG00000024519",0
"ENSMUSG00000024521",4.64014621449488
"ENSMUSG00000024524",0.532499701396348
"ENSMUSG00000024525",3.04691506539966
"ENSMUSG00000024526",0
"ENSMUSG00000024527",10.034667663966
"ENSMUSG00000024528",2.45669881965526
"ENSMUSG00000024529",2.7086569351193
"ENSMUSG00000024530",0
"ENSMUSG00000024532",0
